age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date
18,Male,Married,1,Not Graduate,No,71567,90598,48,1,Rural,B,0.10021525340842737,1,1,7,473,1,2023-04-04
55,Male,Single,1,Graduate,No,46037,45533,60,1,Semiurban,E,0.0355431289593708,1,4,6,688,1,2023-12-25
33,Male,Single,4,Not Graduate,No,31208,46281,36,1,Urban,D,0.1840670156073422,0,2,10,461,1,2023-05-28
46,Female,Divorced,0,Graduate,Yes,29414,29566,36,1,Urban,A,0.08428052432882455,1,5,12,635,0,2023-01-27
24,Male,Married,3,Not Graduate,No,44040,29658,48,1,Urban,E,0.12866963059286382,1,8,10,517,1,2023-06-04
41,Male,Divorced,1,Not Graduate,No,18232,27088,36,1,Urban,B,0.1345589435790874,1,8,5,452,1,2023-02-19
24,Female,Single,1,Not Graduate,No,56013,37524,36,1,Rural,B,0.11395635301289371,1,4,10,448,0,2023-12-23
28,Male,Single,0,Graduate,No,16086,17685,36,1,Urban,B,0.13658721324614245,2,6,7,462,1,2023-10-17
54,Female,Single,0,Graduate,No,63018,31741,36,1,Urban,B,0.042913007624521105,0,5,4,729,0,2023-10-28
33,Male,Married,1,Graduate,No,46553,68995,48,1,Semiurban,C,0.175178416327891,2,5,11,609,1,2023-01-14
37,Male,Widowed,0,Graduate,No,96313,94770,48,1,Semiurban,C,0.06800868971890114,2,6,7,639,1,2023-03-10
43,Female,Married,0,Graduate,No,39737,54810,60,0,Urban,B,0.06634511276201145,1,2,10,363,1,2023-05-17
39,Male,Married,0,Not Graduate,No,50411,20324,60,1,Urban,B,0.08108384312133207,0,8,8,516,0,2023-10-20
36,Male,Divorced,1,Graduate,No,51456,50943,36,1,Urban,C,0.0690812214907815,0,5,10,668,0,2023-08-20
38,Male,Married,0,Graduate,Yes,23323,23871,12,1,Semiurban,A,0.20654930054130968,1,10,11,589,0,2023-05-09
59,Male,Single,2,Graduate,No,21296,26451,12,0,Urban,E,0.19239407903892042,0,2,8,360,1,2023-07-02
34,Female,Divorced,2,Graduate,No,22767,6197,24,1,Rural,C,0.083646398623906,1,3,7,471,0,2023-11-09
37,Female,Married,3,Graduate,Yes,35726,46542,12,1,Semiurban,C,0.11773314345885968,0,1,5,550,0,2023-11-18
45,Female,Single,1,Not Graduate,No,36183,39245,36,1,Semiurban,B,0.14850692617721598,0,4,7,487,0,2023-03-03
46,Female,Single,0,Graduate,No,36939,8738,12,0,Rural,E,0.1687145500310248,0,4,5,302,1,2023-08-11
46,Male,Married,2,Not Graduate,No,46493,28279,48,1,Semiurban,A,0.09911144353974453,1,4,8,557,1,2023-08-27
41,Male,Married,1,Graduate,No,25048,18609,24,1,Semiurban,A,0.09349345821861406,1,5,9,580,0,2023-02-02
23,Male,Single,0,Not Graduate,No,55242,77096,36,1,Urban,D,0.12034153425905501,0,8,7,442,1,2023-02-02
51,Male,Single,2,Graduate,No,45038,27627,24,1,Rural,C,0.13702570246480872,0,7,8,645,0,2023-10-01
23,Male,Married,1,Not Graduate,No,80045,62228,48,1,Urban,B,0.0560124281446771,0,3,7,580,0,2023-05-24
38,Female,Widowed,1,Graduate,No,45047,36528,48,0,Semiurban,C,0.16156737621567704,0,6,7,309,1,2023-06-05
27,Male,Married,1,Graduate,No,35076,9517,36,0,Semiurban,C,0.04089521560735089,1,4,7,300,1,2023-09-16
34,Male,Single,0,Graduate,No,106270,83487,60,1,Semiurban,C,0.1105014059131783,0,4,12,625,0,2023-12-01
38,Male,Single,1,Not Graduate,Yes,34822,23971,24,1,Rural,C,0.19525644481197427,0,7,12,431,1,2023-05-19
38,Female,Single,3,Not Graduate,No,41971,21122,48,1,Semiurban,E,0.1998031989287192,3,4,3,459,1,2023-10-09
39,Female,Single,0,Graduate,No,45128,17085,36,1,Urban,E,0.07919025928760329,1,6,11,604,1,2023-03-26
51,Female,Married,0,Graduate,No,57845,51884,36,1,Semiurban,E,0.04274226217336897,1,8,4,747,0,2023-05-31
39,Male,Married,2,Graduate,Yes,37901,34196,12,1,Rural,C,0.1260557363503877,0,7,5,540,1,2023-01-19
32,Female,Married,1,Graduate,No,144859,154601,24,1,Semiurban,B,0.2533195017874164,1,3,11,701,0,2023-11-27
44,Male,Married,5,Graduate,Yes,27264,26707,60,1,Urban,C,0.024890011274959732,0,6,6,696,0,2023-12-30
46,Female,Single,3,Graduate,No,76480,98394,48,1,Rural,C,0.09635035098078885,1,6,6,663,0,2023-09-20
22,Male,Married,0,Not Graduate,No,17480,16712,24,1,Urban,B,0.06841654341661962,0,3,8,414,1,2023-12-09
40,Male,Married,1,Not Graduate,No,22197,12046,36,0,Rural,C,0.20644800456686543,0,7,10,300,0,2023-05-12
42,Male,Married,0,Graduate,No,16678,22747,24,1,Urban,C,0.156871655523856,2,3,11,627,1,2023-09-14
32,Female,Single,0,Graduate,Yes,22865,10499,12,1,Rural,E,0.13703752400703004,0,9,6,465,1,2023-01-20
48,Male,Married,1,Graduate,No,16026,3947,60,1,Urban,B,0.1710638029102751,1,6,5,682,0,2023-06-25
33,Female,Single,0,Graduate,No,38334,52764,36,0,Rural,C,0.33701498744036607,1,4,11,300,1,2023-10-23
36,Male,Single,0,Graduate,No,23238,12793,36,1,Rural,B,0.10955159965751937,1,4,13,511,1,2023-01-19
33,Male,Divorced,2,Graduate,No,77450,29145,60,1,Semiurban,A,0.0526787443476025,1,4,10,596,0,2023-03-06
35,Male,Divorced,2,Not Graduate,No,46692,36857,36,1,Rural,B,0.12229861000619988,1,5,7,466,1,2023-04-20
24,Male,Single,0,Not Graduate,No,37545,45895,36,1,Semiurban,A,0.2997627695599528,3,4,8,364,1,2023-11-17
20,Male,Single,1,Graduate,Yes,41476,23783,24,1,Urban,B,0.051112772001895124,0,3,11,548,1,2023-01-15
50,Male,Married,1,Graduate,Yes,50162,25365,36,1,Urban,A,0.11580231356748262,0,11,8,751,0,2023-05-28
26,Female,Single,0,Not Graduate,No,65930,71467,36,0,Semiurban,E,0.05980456253664253,1,7,9,300,1,2023-02-18
25,Male,Married,1,Not Graduate,No,28321,29766,12,1,Semiurban,A,0.03138968597565065,1,5,9,403,1,2023-01-03
18,Female,Single,1,Graduate,No,25827,31926,48,1,Urban,D,0.044527877514513245,2,6,8,478,1,2023-08-10
28,Male,Single,0,Not Graduate,No,44684,58422,48,0,Urban,E,0.17316177650771997,0,5,5,300,1,2023-08-22
21,Female,Married,0,Graduate,No,79576,67776,48,1,Semiurban,B,0.099833490343265,0,5,10,582,0,2023-12-17
51,Male,Divorced,0,Graduate,Yes,18380,24165,60,1,Rural,A,0.1680250190922977,1,6,11,581,0,2023-08-03
45,Male,Single,1,Graduate,No,44338,63675,24,1,Rural,C,0.1985168745086139,1,7,6,521,1,2023-08-30
28,Male,Married,1,Not Graduate,No,69250,83849,24,0,Urban,B,0.06304440943214824,0,1,11,300,1,2023-08-06
57,Male,Single,0,Graduate,No,49405,34100,48,1,Rural,A,0.15227685907804478,0,6,7,611,0,2023-05-05
44,Female,Single,1,Graduate,No,42873,34720,24,0,Rural,C,0.18036161647336602,0,4,4,300,1,2023-02-19
31,Male,Widowed,0,Not Graduate,Yes,47580,30929,12,1,Urban,B,0.28389448581467175,0,3,12,516,1,2023-03-06
18,Male,Married,1,Not Graduate,Yes,89472,22495,12,1,Semiurban,C,0.3041363418710102,1,8,9,543,1,2023-11-26
57,Female,Married,1,Not Graduate,Yes,54039,38598,48,1,Semiurban,C,0.017200684840389717,2,11,11,637,1,2023-07-07
21,Male,Married,2,Graduate,No,16721,21070,12,1,Semiurban,D,0.21124388968760335,0,8,7,507,1,2023-10-06
18,Female,Divorced,0,Not Graduate,Yes,34812,19961,24,1,Semiurban,A,0.20961330691362814,0,5,4,334,0,2023-04-10
45,Male,Divorced,2,Graduate,No,37940,30189,24,1,Semiurban,B,0.10813684807016445,0,5,8,580,1,2023-12-10
59,Female,Single,0,Graduate,Yes,60653,76665,48,1,Urban,C,0.1271238536725041,0,6,8,732,0,2023-08-27
48,Male,Single,0,Graduate,No,37859,45501,36,1,Urban,D,0.11774512111256315,0,4,8,648,1,2023-12-08
40,Male,Married,1,Graduate,No,36607,29473,24,1,Urban,D,0.01243316842922953,0,4,4,694,0,2023-03-28
40,Male,Married,0,Graduate,No,37098,7660,48,0,Rural,C,0.16841666940820385,0,6,8,300,1,2023-03-13
43,Female,Widowed,0,Not Graduate,No,40942,35622,48,1,Urban,C,0.11753655972333392,1,6,10,536,1,2023-05-22
42,Male,Married,2,Graduate,No,34658,30005,36,1,Rural,C,0.07256318609479405,0,7,10,608,0,2023-12-14
37,Male,Widowed,0,Graduate,No,29449,11781,24,1,Semiurban,B,0.09388943599394203,0,6,5,554,1,2023-10-06
36,Female,Single,1,Graduate,No,33730,31726,36,1,Semiurban,C,0.11557898175008231,0,7,13,531,1,2023-10-25
34,Female,Divorced,0,Graduate,Yes,42300,55801,60,1,Rural,B,0.14859181089359516,0,5,8,550,1,2023-12-10
27,Female,Married,3,Graduate,No,49530,68064,12,0,Urban,B,0.2366390408808146,0,5,7,315,1,2023-04-04
32,Female,Widowed,1,Not Graduate,No,142660,140973,24,1,Urban,D,0.2836755707158366,1,6,13,631,0,2023-12-10
18,Male,Single,0,Not Graduate,Yes,18683,10643,24,0,Rural,D,0.08384375645622565,0,3,6,300,1,2023-07-27
34,Male,Married,1,Not Graduate,No,48707,46784,48,1,Semiurban,A,0.06951012442098689,1,5,13,563,1,2023-10-16
25,Female,Married,1,Graduate,No,75954,74420,48,1,Urban,E,0.14347493659812594,0,3,8,696,0,2023-11-20
23,Female,Married,1,Graduate,No,24667,20801,24,0,Urban,B,0.16669658463233672,1,5,7,300,1,2023-06-06
36,Male,Married,3,Graduate,No,51140,69560,24,1,Rural,B,0.1475140813115781,1,7,8,563,1,2023-03-17
48,Male,Widowed,0,Not Graduate,Yes,30259,32259,60,1,Semiurban,E,0.1806109593414393,0,6,11,510,1,2023-08-16
44,Female,Married,0,Graduate,No,28051,18280,48,0,Urban,B,0.18882476521954328,0,7,8,343,1,2023-01-25
19,Male,Married,1,Graduate,Yes,25170,17081,60,1,Rural,D,0.021034745639221048,0,5,13,501,1,2023-08-31
25,Male,Single,1,Graduate,No,34705,15164,48,1,Semiurban,B,0.10657993671022982,0,10,11,493,0,2023-10-15
44,Male,Divorced,2,Graduate,No,34060,23589,36,1,Rural,D,0.04194431902411506,1,8,8,567,1,2023-10-30
25,Male,Married,1,Graduate,No,52925,39486,24,1,Urban,D,0.07597152066405653,1,9,12,593,1,2023-06-04
32,Female,Married,0,Graduate,Yes,17640,11798,48,1,Semiurban,C,0.0987224598113193,1,5,10,494,1,2023-02-28
40,Male,Single,1,Not Graduate,No,55548,36789,36,1,Urban,C,0.024007341386958876,1,5,6,513,0,2023-02-23
25,Female,Married,3,Not Graduate,No,54934,14972,36,1,Semiurban,E,0.09131534134310507,1,6,7,475,1,2023-04-26
36,Male,Single,1,Graduate,No,42381,36565,36,1,Urban,B,0.16430076512287406,0,2,2,564,0,2023-11-12
21,Male,Single,0,Graduate,Yes,113994,86761,60,0,Urban,B,0.10138765870778954,0,3,6,339,1,2023-11-30
28,Female,Married,0,Not Graduate,No,67286,68516,12,1,Urban,C,0.08006862812656221,2,3,9,551,1,2023-04-24
38,Male,Single,0,Graduate,No,28269,28255,24,1,Urban,B,0.1687046114998704,0,3,12,584,0,2023-10-21
19,Male,Single,0,Graduate,No,20035,14518,48,1,Rural,E,0.22555161860855397,0,4,11,463,1,2023-05-31
39,Male,Married,1,Not Graduate,No,25747,18870,60,1,Urban,A,0.21447097862706277,0,5,12,534,1,2023-04-21
34,Male,Single,0,Graduate,No,27159,30615,60,1,Semiurban,B,0.08815363936994061,0,6,6,476,1,2023-10-05
40,Male,Married,1,Graduate,Yes,14558,16205,36,1,Semiurban,C,0.1480130460238277,0,8,5,513,1,2023-05-06
37,Female,Single,0,Graduate,No,46496,48098,12,1,Semiurban,B,0.18529453757250522,0,3,10,516,1,2023-03-09
48,Female,Married,1,Graduate,No,18827,3791,36,1,Rural,B,0.09144044551625602,1,8,11,555,1,2023-07-16
36,Female,Married,0,Graduate,No,40802,29507,60,1,Rural,B,0.1516782355540263,0,14,14,607,0,2023-08-22
30,Male,Married,0,Graduate,Yes,58042,51326,36,1,Rural,D,0.2275635066944342,1,3,12,560,1,2023-09-09
36,Male,Single,1,Graduate,No,73111,32468,48,1,Rural,C,0.14682431438661392,1,6,7,646,0,2023-05-21
40,Male,Single,1,Graduate,Yes,32025,25584,24,1,Rural,B,0.21232955741782855,1,5,7,523,1,2023-07-16
35,Male,Single,0,Graduate,Yes,25383,13688,12,1,Semiurban,C,0.084628246906586,1,4,8,504,1,2023-09-05
35,Male,Married,1,Graduate,No,70841,102067,36,0,Semiurban,C,0.10293507502358071,0,5,9,330,0,2023-07-06
27,Male,Divorced,3,Graduate,Yes,77127,82732,48,0,Semiurban,C,0.16779110294689087,0,4,13,300,0,2023-04-21
28,Female,Single,1,Graduate,No,51088,14507,60,1,Urban,B,0.15928108209676792,1,6,7,563,1,2023-09-08
20,Male,Single,1,Graduate,No,25694,15526,48,0,Urban,A,0.18075980729307048,0,4,12,301,1,2023-07-17
52,Male,Single,0,Graduate,Yes,18798,9722,36,1,Urban,C,0.06301772844206698,0,5,10,600,1,2023-10-06
22,Female,Married,1,Graduate,No,63456,45480,48,1,Urban,B,0.2301992001092949,2,5,10,564,0,2023-11-16
28,Male,Married,2,Graduate,No,35213,7247,48,1,Semiurban,B,0.04500460894339977,0,3,8,523,1,2023-12-31
27,Female,Married,1,Graduate,No,67500,81236,12,1,Urban,B,0.1163815490672742,0,3,7,626,0,2023-12-15
43,Female,Divorced,1,Graduate,No,26040,26133,60,0,Semiurban,B,0.23204232904973207,1,6,9,320,1,2023-09-20
32,Female,Married,1,Not Graduate,No,63218,60064,36,0,Rural,D,0.33629981521172736,0,4,6,310,0,2023-07-31
47,Male,Single,3,Graduate,Yes,73405,77718,60,1,Semiurban,B,0.03460217233220235,0,5,7,710,1,2023-12-16
28,Female,Single,0,Graduate,No,32176,35363,48,0,Urban,A,0.049375676639589465,1,4,4,300,1,2023-12-19
37,Male,Married,0,Graduate,No,42374,53542,24,1,Urban,A,0.2470171816872343,0,7,9,680,0,2023-12-29
26,Female,Married,3,Not Graduate,No,20320,25745,24,1,Rural,B,0.16950690118687306,3,2,5,369,1,2023-10-03
56,Male,Married,1,Graduate,No,20578,29434,36,1,Rural,B,0.1607100888667415,0,9,10,691,0,2023-11-17
23,Male,Married,0,Graduate,No,42559,12481,24,0,Rural,C,0.11076236888714451,0,3,6,300,1,2023-04-10
38,Male,Married,0,Graduate,Yes,27720,18242,36,1,Urban,A,0.41761014259312973,0,2,7,645,0,2023-12-25
41,Male,Divorced,1,Graduate,Yes,40960,44309,48,1,Urban,B,0.07621984342228247,0,5,6,509,1,2023-04-24
39,Female,Married,2,Not Graduate,No,39415,35601,36,0,Rural,A,0.3015941381330684,0,3,7,300,1,2023-02-12
33,Female,Married,0,Not Graduate,No,50324,70432,12,1,Urban,A,0.06883764970576184,1,5,8,538,0,2023-08-17
33,Female,Single,0,Graduate,Yes,47327,64396,60,1,Urban,D,0.14436111399868873,0,6,8,578,0,2023-08-02
35,Male,Married,0,Graduate,No,57542,75882,36,0,Urban,C,0.06252562849943477,0,4,6,375,1,2023-02-18
33,Female,Divorced,1,Not Graduate,No,40680,18344,60,1,Rural,D,0.17234305972793157,1,2,6,446,1,2023-02-09
44,Male,Married,2,Graduate,No,42346,20081,12,1,Semiurban,A,0.19189297344190484,0,2,10,626,0,2023-06-10
57,Female,Married,2,Graduate,No,36277,40153,48,1,Rural,B,0.08409888821131493,0,4,7,682,0,2023-11-23
29,Female,Married,0,Not Graduate,Yes,61381,88642,24,0,Urban,B,0.2032359282885726,0,4,6,318,1,2023-08-04
21,Male,Single,0,Graduate,No,91144,57949,48,0,Rural,C,0.2027974130466336,1,4,7,300,0,2023-03-26
34,Female,Married,0,Not Graduate,Yes,52829,73572,48,0,Urban,C,0.11145109471788589,0,4,5,300,1,2023-03-17
60,Male,Single,0,Graduate,No,46570,65931,60,1,Urban,C,0.05540164212290668,1,4,10,666,0,2023-01-29
26,Male,Widowed,3,Graduate,No,32575,27751,36,0,Semiurban,A,0.1826074577599753,0,3,5,300,1,2023-01-29
51,Male,Divorced,0,Graduate,No,41006,49345,24,1,Semiurban,B,0.27109591775466757,1,10,12,609,0,2023-07-05
51,Male,Single,1,Not Graduate,No,29807,12518,60,1,Semiurban,D,0.01779056800864869,0,5,10,467,1,2023-03-13
29,Female,Single,0,Graduate,No,26690,29660,36,1,Rural,C,0.12368686182356754,0,1,9,458,1,2023-04-04
40,Male,Married,1,Graduate,No,32922,39332,24,0,Urban,A,0.14615375406031192,0,2,8,324,1,2023-10-01
51,Male,Married,1,Not Graduate,No,88859,48753,36,1,Urban,B,0.10634720110651182,0,4,6,674,0,2023-02-22
31,Male,Single,2,Graduate,No,34808,32631,24,0,Semiurban,D,0.24205028396861789,0,4,7,300,1,2023-06-29
32,Female,Married,3,Graduate,Yes,81773,99328,24,1,Rural,A,0.10509070588454146,0,4,7,669,0,2023-04-02
29,Female,Married,1,Graduate,No,22335,7384,36,1,Rural,C,0.2791900399587799,1,7,7,509,0,2023-09-19
24,Female,Single,2,Graduate,No,38928,9231,24,0,Semiurban,E,0.06740648224910419,0,4,8,308,0,2023-09-23
28,Female,Divorced,1,Graduate,Yes,52070,21505,36,1,Rural,B,0.13390721976145603,0,5,11,533,1,2023-04-12
22,Male,Divorced,0,Graduate,No,53427,29097,36,1,Urban,A,0.13712069150514813,1,5,10,544,1,2023-09-05
35,Male,Married,1,Not Graduate,No,21131,20129,48,1,Urban,C,0.019126745276534195,0,6,10,501,1,2023-08-02
27,Male,Divorced,0,Graduate,Yes,19773,27368,60,1,Semiurban,A,0.11425065411997783,2,5,8,469,1,2023-06-23
37,Male,Single,2,Not Graduate,No,49499,38075,24,1,Rural,A,0.12353179433915652,1,9,4,439,1,2023-07-25
19,Female,Single,0,Graduate,No,27539,19641,48,1,Semiurban,A,0.2208318777660737,0,7,9,439,1,2023-06-17
38,Male,Single,0,Not Graduate,Yes,49872,55589,60,0,Semiurban,A,0.18368787814297047,0,4,9,321,1,2023-07-09
43,Female,Married,3,Graduate,No,74451,17251,48,0,Semiurban,D,0.026310864659567175,0,1,6,379,0,2023-03-08
18,Male,Divorced,2,Graduate,No,26159,33876,60,1,Semiurban,C,0.30095745412952085,2,4,7,461,1,2023-04-17
38,Male,Married,1,Graduate,No,27970,20784,36,1,Rural,B,0.22494473888380284,0,2,11,583,1,2023-10-23
47,Male,Divorced,1,Graduate,No,13185,4700,48,1,Semiurban,D,0.07194413688121655,1,5,12,516,1,2023-02-20
22,Female,Married,3,Graduate,No,54206,46739,48,1,Urban,C,0.08367333994686586,0,6,7,585,1,2023-08-12
51,Female,Married,0,Graduate,No,105366,92702,36,0,Rural,B,0.19825852529470234,0,3,6,518,0,2023-02-23
39,Female,Married,1,Graduate,Yes,19468,13438,48,1,Semiurban,A,0.2062942618086722,0,8,5,519,0,2023-09-28
27,Male,Single,0,Graduate,No,67641,80459,36,0,Rural,C,0.15783684734429967,1,4,7,313,1,2023-07-29
34,Female,Single,1,Graduate,No,70807,29329,24,1,Rural,B,0.09222031834458162,0,7,4,554,1,2023-11-04
40,Male,Married,1,Not Graduate,No,53744,78496,24,1,Urban,B,0.030073811287670574,0,3,10,573,1,2023-03-07
35,Male,Married,0,Not Graduate,No,26829,36675,48,0,Semiurban,B,0.13017551085441487,0,3,17,300,1,2023-02-14
40,Female,Married,3,Graduate,No,32154,36881,48,1,Semiurban,A,0.0767299945467618,1,4,9,557,0,2023-11-16
25,Male,Married,2,Graduate,No,47867,22996,36,0,Urban,C,0.020449528008061105,0,4,4,300,1,2023-12-11
36,Female,Single,1,Graduate,No,47172,46044,36,0,Rural,A,0.2847922422890201,0,6,9,300,1,2023-08-07
20,Male,Married,1,Not Graduate,No,32040,30938,24,1,Semiurban,C,0.19642583785549694,0,3,6,423,1,2023-12-03
33,Male,Married,1,Not Graduate,No,45715,30013,36,1,Rural,A,0.13436948084525366,0,6,15,486,0,2023-03-13
25,Female,Married,1,Graduate,No,30316,24023,60,1,Rural,C,0.09048806286442952,3,4,7,511,1,2023-11-17
27,Male,Divorced,3,Graduate,Yes,34328,14211,60,0,Urban,B,0.23380466459896693,2,4,7,300,1,2023-11-18
47,Female,Married,2,Graduate,No,32812,18119,48,0,Rural,C,0.03489969556460834,1,5,6,324,1,2023-09-19
45,Male,Married,0,Graduate,Yes,62781,34459,60,0,Rural,A,0.05841427277741925,1,7,12,387,1,2023-12-15
41,Female,Divorced,3,Graduate,No,17778,7400,60,1,Rural,B,0.2043904037240548,0,8,9,529,0,2023-07-26
24,Male,Divorced,1,Graduate,No,50259,26955,24,1,Semiurban,A,0.04035503852820742,2,3,9,516,1,2023-05-28
31,Male,Divorced,1,Graduate,No,43461,45521,36,1,Semiurban,C,0.0690579389336365,0,5,6,496,1,2023-06-03
47,Male,Single,0,Graduate,Yes,11677,14405,24,1,Urban,A,0.022445876585169087,0,4,4,602,1,2023-03-17
36,Male,Single,0,Not Graduate,No,56134,82202,36,0,Rural,C,0.22382496732747217,0,4,6,305,1,2023-11-02
58,Female,Single,0,Graduate,Yes,59748,31346,48,0,Semiurban,A,0.10215282586579762,1,5,8,373,1,2023-07-16
38,Male,Single,1,Graduate,No,29655,6486,24,1,Semiurban,E,0.257030128460796,1,6,5,536,1,2023-01-22
36,Male,Divorced,1,Graduate,No,46276,39176,60,1,Urban,B,0.1490784415737882,0,7,5,585,1,2023-05-18
31,Male,Married,1,Graduate,Yes,41514,59924,36,1,Semiurban,A,0.2390292143475945,0,8,3,537,1,2023-10-28
36,Male,Single,1,Not Graduate,Yes,110851,112411,48,1,Urban,A,0.12662749110011454,0,5,10,632,1,2023-02-01
33,Female,Single,1,Graduate,No,46686,68475,12,1,Rural,B,0.07531875948244982,0,9,4,568,0,2023-08-28
42,Female,Single,1,Graduate,No,38287,42862,12,0,Rural,D,0.0922215686695187,1,6,5,302,1,2023-07-27
44,Male,Married,0,Graduate,No,62785,55454,48,1,Urban,A,0.1566674138028801,0,5,7,677,0,2023-02-16
27,Female,Married,1,Graduate,No,81133,39524,48,1,Semiurban,D,0.12431710785396916,0,5,10,625,1,2023-05-26
21,Male,Divorced,1,Not Graduate,No,102334,38208,60,1,Semiurban,B,0.04553437603936561,0,3,7,453,1,2023-05-20
18,Male,Divorced,1,Graduate,Yes,26935,33884,48,1,Rural,D,0.21840428498676345,1,8,11,472,1,2023-05-19
40,Female,Single,0,Graduate,No,45021,30201,24,1,Rural,D,0.14498791064665645,0,5,7,562,1,2023-02-25
23,Male,Married,0,Graduate,No,26619,15675,24,1,Rural,E,0.016766254746121888,2,5,10,495,1,2023-11-01
18,Female,Single,2,Graduate,No,115910,104503,60,1,Urban,A,0.020445007987136738,2,2,3,692,0,2023-02-05
38,Female,Married,4,Graduate,Yes,37184,52647,24,1,Urban,D,0.1527465189803405,1,6,6,587,1,2023-12-03
59,Male,Divorced,1,Graduate,No,58602,35577,48,1,Semiurban,A,0.05166783778548555,3,1,12,635,1,2023-04-28
34,Female,Married,0,Graduate,Yes,33433,7029,36,0,Rural,B,0.17500064662485948,1,3,7,300,1,2023-11-17
43,Female,Married,0,Not Graduate,No,46609,60343,36,1,Urban,C,0.20350054410783655,0,5,6,613,0,2023-11-07
35,Male,Married,5,Graduate,No,14721,19493,36,1,Urban,B,0.10626644359122576,0,4,8,618,0,2023-01-04
34,Female,Single,0,Graduate,No,61088,18400,60,1,Rural,C,0.2599448327021431,0,8,8,594,1,2023-06-22
44,Male,Single,0,Graduate,Yes,69655,70958,60,1,Rural,E,0.17518282893960654,2,6,12,612,1,2023-04-29
32,Female,Married,0,Graduate,Yes,27003,19318,60,1,Urban,D,0.03631862491594494,0,7,5,637,1,2023-09-14
37,Female,Married,0,Graduate,No,14692,19145,36,0,Rural,B,0.09730260260563381,0,2,4,312,1,2023-01-23
38,Male,Single,1,Graduate,No,76224,74169,24,1,Urban,C,0.10217847375156631,1,5,11,623,1,2023-04-17
28,Male,Married,3,Graduate,No,71539,27832,60,0,Urban,A,0.18728509965586812,0,3,17,334,1,2023-01-29
44,Female,Divorced,1,Not Graduate,Yes,53933,49075,24,1,Urban,B,0.19494813349053725,0,4,5,588,1,2023-04-27
33,Male,Married,0,Graduate,No,33104,14392,36,1,Rural,C,0.16552487768034832,0,3,7,521,1,2023-06-03
27,Male,Married,1,Not Graduate,No,31570,19279,24,1,Semiurban,C,0.0830674357842613,0,5,9,406,0,2023-04-21
40,Male,Married,1,Not Graduate,No,70757,66585,36,1,Urban,E,0.17733899245951532,0,6,5,644,0,2023-09-03
26,Male,Married,2,Not Graduate,No,30934,21043,36,1,Urban,B,0.2039662525480638,0,9,11,472,0,2023-08-13
35,Male,Married,1,Graduate,No,39290,36675,60,1,Rural,E,0.06892276405971573,0,6,11,610,1,2023-06-13
34,Male,Widowed,0,Not Graduate,No,36219,34832,60,1,Semiurban,C,0.16910903741036365,0,5,7,465,1,2023-03-02
45,Male,Married,0,Not Graduate,No,42786,59300,36,1,Rural,A,0.12404796777384623,3,6,5,563,0,2023-04-19
39,Female,Married,1,Graduate,No,34417,16913,12,1,Rural,B,0.1321539007553019,2,3,5,526,1,2023-01-01
34,Male,Single,1,Graduate,No,36491,39806,48,0,Urban,B,0.25908108416743325,0,6,8,300,1,2023-07-26
43,Male,Single,0,Graduate,No,88943,83919,36,1,Rural,B,0.21125789474850623,1,3,4,681,0,2023-05-19
48,Male,Married,1,Graduate,No,47210,28047,60,1,Urban,A,0.12998074944116217,1,7,9,744,1,2023-07-27
40,Male,Divorced,0,Graduate,No,43973,40450,12,1,Rural,C,0.22719774526700523,0,10,10,532,1,2023-06-27
35,Male,Married,0,Graduate,No,54769,27489,24,1,Urban,A,0.0739204890300946,0,6,9,669,1,2023-06-05
21,Male,Single,1,Not Graduate,Yes,20755,16696,48,1,Urban,E,0.12297431875707884,0,3,7,392,1,2023-09-25
24,Male,Single,0,Graduate,Yes,60403,77185,48,1,Semiurban,D,0.05473623671673861,0,4,12,501,1,2023-07-21
31,Female,Married,0,Not Graduate,No,42253,14774,36,1,Urban,B,0.09932648153668308,0,5,9,537,1,2023-10-07
